sample_id,voice_id,voice_name,gender,accent,age_group,sentence_id,sentence_text,augmentation_type,filepath,duration_seconds
Eric_american_s06_clean,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,6,"Hello, how are you?",clean,audio/Eric_american/clean/sentence_06.wav,1.1145833333333333
Eric_american_s07_clean,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,clean,audio/Eric_american/clean/sentence_07.wav,2.6935416666666665
Eric_american_s08_clean,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",clean,audio/Eric_american/clean/sentence_08.wav,7.105333333333333
Eric_american_s09_clean,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,clean,audio/Eric_american/clean/sentence_09.wav,2.5542083333333334
Eric_american_s10_clean,Eric_american,"Eric - Smooth, Trustworthy",male,american,unknown,10,Please review the quarterly report before the deadline,clean,audio/Eric_american/clean/sentence_10.wav,2.600625
Bella_american_s01_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,1,The quick brown fox jumps over the lazy dog,clean,audio/Bella_american/clean/sentence_01.wav,3.0650416666666667
Bella_american_s02_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,2,Pack my box with five dozen liquor jugs,clean,audio/Bella_american/clean/sentence_02.wav,2.461333333333333
Bella_american_s03_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,3,She sells seashells by the seashore,clean,audio/Bella_american/clean/sentence_03.wav,2.13625
Bella_american_s04_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,4,"Um... so the weather is, like, really nice today",clean,audio/Bella_american/clean/sentence_04.wav,3.0185833333333334
Bella_american_s05_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,5,"I think—no wait—let me check that again, yeah",clean,audio/Bella_american/clean/sentence_05.wav,2.600625
Bella_american_s06_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,6,"Hello, how are you?",clean,audio/Bella_american/clean/sentence_06.wav,1.34675
Bella_american_s07_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,clean,audio/Bella_american/clean/sentence_07.wav,2.8792916666666666
Bella_american_s08_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",clean,audio/Bella_american/clean/sentence_08.wav,7.291083333333333
Bella_american_s09_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,clean,audio/Bella_american/clean/sentence_09.wav,2.7864166666666668
Bella_american_s10_clean,Bella_american,"Bella - Professional, Bright, Warm",female,american,unknown,10,Please review the quarterly report before the deadline,clean,audio/Bella_american/clean/sentence_10.wav,2.7864166666666668
Chris_american_s01_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,1,The quick brown fox jumps over the lazy dog,clean,audio/Chris_american/clean/sentence_01.wav,2.322
Chris_american_s02_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,2,Pack my box with five dozen liquor jugs,clean,audio/Chris_american/clean/sentence_02.wav,2.229125
Chris_american_s03_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,3,She sells seashells by the seashore,clean,audio/Chris_american/clean/sentence_03.wav,1.9040416666666666
Chris_american_s04_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,4,"Um... so the weather is, like, really nice today",clean,audio/Chris_american/clean/sentence_04.wav,2.461333333333333
Chris_american_s05_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,5,"I think—no wait—let me check that again, yeah",clean,audio/Chris_american/clean/sentence_05.wav,2.0897916666666667
Chris_american_s06_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,6,"Hello, how are you?",clean,audio/Chris_american/clean/sentence_06.wav,1.2074583333333333
Chris_american_s07_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,clean,audio/Chris_american/clean/sentence_07.wav,2.600625
Chris_american_s08_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",clean,audio/Chris_american/clean/sentence_08.wav,6.594458333333334
Chris_american_s09_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,clean,audio/Chris_american/clean/sentence_09.wav,2.461333333333333
Chris_american_s10_clean,Chris_american,"Chris - Charming, Down-to-Earth",male,american,unknown,10,Please review the quarterly report before the deadline,clean,audio/Chris_american/clean/sentence_10.wav,2.6470833333333332
Brian_american_s01_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,1,The quick brown fox jumps over the lazy dog,clean,audio/Brian_american/clean/sentence_01.wav,2.7864166666666668
Brian_american_s02_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,2,Pack my box with five dozen liquor jugs,clean,audio/Brian_american/clean/sentence_02.wav,2.322
Brian_american_s03_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,3,She sells seashells by the seashore,clean,audio/Brian_american/clean/sentence_03.wav,2.0897916666666667
Brian_american_s04_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,4,"Um... so the weather is, like, really nice today",clean,audio/Brian_american/clean/sentence_04.wav,3.29725
Brian_american_s05_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,5,"I think—no wait—let me check that again, yeah",clean,audio/Brian_american/clean/sentence_05.wav,2.6935416666666665
Brian_american_s06_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,6,"Hello, how are you?",clean,audio/Brian_american/clean/sentence_06.wav,1.34675
Brian_american_s07_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,clean,audio/Brian_american/clean/sentence_07.wav,3.0185833333333334
Brian_american_s08_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",clean,audio/Brian_american/clean/sentence_08.wav,6.966
Brian_american_s09_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,clean,audio/Brian_american/clean/sentence_09.wav,2.925708333333333
Brian_american_s10_clean,Brian_american,"Brian - Deep, Resonant and Comforting",male,american,unknown,10,Please review the quarterly report before the deadline,clean,audio/Brian_american/clean/sentence_10.wav,2.8792916666666666
Lily_british_s01_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,1,The quick brown fox jumps over the lazy dog,clean,audio/Lily_british/clean/sentence_01.wav,2.600625
Lily_british_s02_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,2,Pack my box with five dozen liquor jugs,clean,audio/Lily_british/clean/sentence_02.wav,2.461333333333333
Lily_british_s03_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,3,She sells seashells by the seashore,clean,audio/Lily_british/clean/sentence_03.wav,2.322
Lily_british_s04_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,4,"Um... so the weather is, like, really nice today",clean,audio/Lily_british/clean/sentence_04.wav,3.2507916666666667
Lily_british_s05_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,5,"I think—no wait—let me check that again, yeah",clean,audio/Lily_british/clean/sentence_05.wav,2.972166666666667
Lily_british_s06_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,6,"Hello, how are you?",clean,audio/Lily_british/clean/sentence_06.wav,1.34675
Lily_british_s07_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,clean,audio/Lily_british/clean/sentence_07.wav,2.7864166666666668
Lily_british_s08_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",clean,audio/Lily_british/clean/sentence_08.wav,7.848333333333334
Lily_british_s09_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,9,The conference is scheduled for three o'clock tomorrow,clean,audio/Lily_british/clean/sentence_09.wav,3.1115
Lily_british_s10_clean,Lily_british,Lily - Velvety Actress,female,british,unknown,10,Please review the quarterly report before the deadline,clean,audio/Lily_british/clean/sentence_10.wav,2.925708333333333
Adam_american_s01_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,1,The quick brown fox jumps over the lazy dog,clean,audio/Adam_american/clean/sentence_01.wav,2.7864166666666668
Adam_american_s02_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,2,Pack my box with five dozen liquor jugs,clean,audio/Adam_american/clean/sentence_02.wav,2.3684583333333333
Adam_american_s03_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,3,She sells seashells by the seashore,clean,audio/Adam_american/clean/sentence_03.wav,2.13625
Adam_american_s04_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,4,"Um... so the weather is, like, really nice today",clean,audio/Adam_american/clean/sentence_04.wav,3.9009583333333335
Adam_american_s05_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,5,"I think—no wait—let me check that again, yeah",clean,audio/Adam_american/clean/sentence_05.wav,2.972166666666667
Adam_american_s06_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,6,"Hello, how are you?",clean,audio/Adam_american/clean/sentence_06.wav,1.3003333333333333
Adam_american_s07_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,clean,audio/Adam_american/clean/sentence_07.wav,2.925708333333333
Adam_american_s08_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",clean,audio/Adam_american/clean/sentence_08.wav,7.709041666666667
Adam_american_s09_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,clean,audio/Adam_american/clean/sentence_09.wav,2.925708333333333
Adam_american_s10_clean,Adam_american,"Adam - Dominant, Firm",male,american,unknown,10,Please review the quarterly report before the deadline,clean,audio/Adam_american/clean/sentence_10.wav,2.7864166666666668
Bill_american_s01_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,1,The quick brown fox jumps over the lazy dog,clean,audio/Bill_american/clean/sentence_01.wav,3.0650416666666667
Bill_american_s02_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,2,Pack my box with five dozen liquor jugs,clean,audio/Bill_american/clean/sentence_02.wav,2.8328333333333333
Bill_american_s03_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,3,She sells seashells by the seashore,clean,audio/Bill_american/clean/sentence_03.wav,2.461333333333333
Bill_american_s04_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,4,"Um... so the weather is, like, really nice today",clean,audio/Bill_american/clean/sentence_04.wav,3.29725
Bill_american_s05_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,5,"I think—no wait—let me check that again, yeah",clean,audio/Bill_american/clean/sentence_05.wav,3.7152083333333334
Bill_american_s06_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,6,"Hello, how are you?",clean,audio/Bill_american/clean/sentence_06.wav,1.5325416666666667
Bill_american_s07_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,clean,audio/Bill_american/clean/sentence_07.wav,3.5294583333333334
Bill_american_s08_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",clean,audio/Bill_american/clean/sentence_08.wav,7.801916666666667
Bill_american_s09_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,clean,audio/Bill_american/clean/sentence_09.wav,3.0650416666666667
Bill_american_s10_clean,Bill_american,"Bill - Wise, Mature, Balanced",male,american,unknown,10,Please review the quarterly report before the deadline,clean,audio/Bill_american/clean/sentence_10.wav,3.436541666666667
Sarah_american_s01_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Sarah_american/light_noise/sentence_01.wav,2.8328333333333333
Sarah_american_s02_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Sarah_american/light_noise/sentence_02.wav,2.322
Sarah_american_s03_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Sarah_american/light_noise/sentence_03.wav,2.13625
Sarah_american_s04_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Sarah_american/light_noise/sentence_04.wav,3.0650416666666667
Sarah_american_s05_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Sarah_american/light_noise/sentence_05.wav,2.5542083333333334
Sarah_american_s06_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,6,"Hello, how are you?",light_noise,audio/Sarah_american/light_noise/sentence_06.wav,1.2074583333333333
Sarah_american_s07_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Sarah_american/light_noise/sentence_07.wav,3.1115
Sarah_american_s08_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Sarah_american/light_noise/sentence_08.wav,7.244625
Sarah_american_s09_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Sarah_american/light_noise/sentence_09.wav,2.972166666666667
Sarah_american_s10_light_noise,Sarah_american,"Sarah - Mature, Reassuring, Confident",female,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Sarah_american/light_noise/sentence_10.wav,2.7399583333333335
Alice_british_s01_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Alice_british/light_noise/sentence_01.wav,3.0185833333333334
Alice_british_s02_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Alice_british/light_noise/sentence_02.wav,2.3684583333333333
Alice_british_s03_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,3,She sells seashells by the seashore,light_noise,audio/Alice_british/light_noise/sentence_03.wav,2.1826666666666665
Alice_british_s04_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Alice_british/light_noise/sentence_04.wav,3.390125
Alice_british_s05_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Alice_british/light_noise/sentence_05.wav,3.204375
Alice_british_s06_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,6,"Hello, how are you?",light_noise,audio/Alice_british/light_noise/sentence_06.wav,1.4860833333333334
Alice_british_s07_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Alice_british/light_noise/sentence_07.wav,3.483
Alice_british_s08_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Alice_british/light_noise/sentence_08.wav,8.034125
Alice_british_s09_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Alice_british/light_noise/sentence_09.wav,3.0650416666666667
Alice_british_s10_light_noise,Alice_british,"Alice - Clear, Engaging Educator",female,british,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Alice_british/light_noise/sentence_10.wav,3.204375
Roger_american_s01_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Roger_american/light_noise/sentence_01.wav,2.8792916666666666
Roger_american_s02_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Roger_american/light_noise/sentence_02.wav,2.600625
Roger_american_s03_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Roger_american/light_noise/sentence_03.wav,2.229125
Roger_american_s04_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Roger_american/light_noise/sentence_04.wav,3.0185833333333334
Roger_american_s05_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Roger_american/light_noise/sentence_05.wav,2.414875
Roger_american_s06_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,6,"Hello, how are you?",light_noise,audio/Roger_american/light_noise/sentence_06.wav,1.4860833333333334
Roger_american_s07_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Roger_american/light_noise/sentence_07.wav,3.0185833333333334
Roger_american_s08_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Roger_american/light_noise/sentence_08.wav,6.9195416666666665
Roger_american_s09_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Roger_american/light_noise/sentence_09.wav,2.8328333333333333
Roger_american_s10_light_noise,Roger_american,"Roger - Laid-Back, Casual, Resonant",male,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Roger_american/light_noise/sentence_10.wav,2.8328333333333333
George_british_s01_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/George_british/light_noise/sentence_01.wav,2.7399583333333335
George_british_s02_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/George_british/light_noise/sentence_02.wav,2.461333333333333
George_british_s03_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,3,She sells seashells by the seashore,light_noise,audio/George_british/light_noise/sentence_03.wav,2.1826666666666665
George_british_s04_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/George_british/light_noise/sentence_04.wav,3.29725
George_british_s05_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/George_british/light_noise/sentence_05.wav,3.0185833333333334
George_british_s06_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,6,"Hello, how are you?",light_noise,audio/George_british/light_noise/sentence_06.wav,1.4860833333333334
George_british_s07_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/George_british/light_noise/sentence_07.wav,3.1115
George_british_s08_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/George_british/light_noise/sentence_08.wav,6.966
George_british_s09_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/George_british/light_noise/sentence_09.wav,2.7399583333333335
George_british_s10_light_noise,George_british,"George - Warm, Captivating Storyteller",male,british,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/George_british/light_noise/sentence_10.wav,2.8792916666666666
Charlie_australian_s01_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Charlie_australian/light_noise/sentence_01.wav,2.6470833333333332
Charlie_australian_s02_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Charlie_australian/light_noise/sentence_02.wav,2.229125
Charlie_australian_s03_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,3,She sells seashells by the seashore,light_noise,audio/Charlie_australian/light_noise/sentence_03.wav,1.9969166666666667
Charlie_australian_s04_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Charlie_australian/light_noise/sentence_04.wav,2.7399583333333335
Charlie_australian_s05_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Charlie_australian/light_noise/sentence_05.wav,2.322
Charlie_australian_s06_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,6,"Hello, how are you?",light_noise,audio/Charlie_australian/light_noise/sentence_06.wav,1.4860833333333334
Charlie_australian_s07_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Charlie_australian/light_noise/sentence_07.wav,3.0185833333333334
Charlie_australian_s08_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Charlie_australian/light_noise/sentence_08.wav,7.476833333333333
Charlie_australian_s09_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Charlie_australian/light_noise/sentence_09.wav,2.6470833333333332
Charlie_australian_s10_light_noise,Charlie_australian,"Charlie - Deep, Confident, Energetic",male,australian,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Charlie_australian/light_noise/sentence_10.wav,2.8792916666666666
Laura_american_s01_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Laura_american/light_noise/sentence_01.wav,2.7399583333333335
Laura_american_s02_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Laura_american/light_noise/sentence_02.wav,2.50775
Laura_american_s03_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Laura_american/light_noise/sentence_03.wav,2.043375
Laura_american_s04_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Laura_american/light_noise/sentence_04.wav,3.1115
Laura_american_s05_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Laura_american/light_noise/sentence_05.wav,3.0650416666666667
Laura_american_s06_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,6,"Hello, how are you?",light_noise,audio/Laura_american/light_noise/sentence_06.wav,1.34675
Laura_american_s07_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Laura_american/light_noise/sentence_07.wav,3.0650416666666667
Laura_american_s08_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Laura_american/light_noise/sentence_08.wav,6.966
Laura_american_s09_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Laura_american/light_noise/sentence_09.wav,2.6935416666666665
Laura_american_s10_light_noise,Laura_american,"Laura - Enthusiast, Quirky Attitude",female,american,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Laura_american/light_noise/sentence_10.wav,2.925708333333333
Daniel_british_s01_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Daniel_british/light_noise/sentence_01.wav,3.1579166666666665
Daniel_british_s02_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Daniel_british/light_noise/sentence_02.wav,3.0650416666666667
Daniel_british_s03_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,3,She sells seashells by the seashore,light_noise,audio/Daniel_british/light_noise/sentence_03.wav,2.6470833333333332
Daniel_british_s04_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Daniel_british/light_noise/sentence_04.wav,3.9009583333333335
Daniel_british_s05_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Daniel_british/light_noise/sentence_05.wav,4.226041666666666
Daniel_british_s06_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,6,"Hello, how are you?",light_noise,audio/Daniel_british/light_noise/sentence_06.wav,1.4860833333333334
Daniel_british_s07_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,7,I'd like to schedule a meeting for next Tuesday afternoon,light_noise,audio/Daniel_british/light_noise/sentence_07.wav,3.204375
Daniel_british_s08_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,8,"In the modern world, artificial intelligence is transforming how we communicate and interact with technology on a daily basis",light_noise,audio/Daniel_british/light_noise/sentence_08.wav,9.47375
Daniel_british_s09_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,9,The conference is scheduled for three o'clock tomorrow,light_noise,audio/Daniel_british/light_noise/sentence_09.wav,2.972166666666667
Daniel_british_s10_light_noise,Daniel_british,Daniel - Steady Broadcaster,male,british,unknown,10,Please review the quarterly report before the deadline,light_noise,audio/Daniel_british/light_noise/sentence_10.wav,3.5294583333333334
Callum_american_s01_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,1,The quick brown fox jumps over the lazy dog,light_noise,audio/Callum_american/light_noise/sentence_01.wav,3.1579166666666665
Callum_american_s02_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,2,Pack my box with five dozen liquor jugs,light_noise,audio/Callum_american/light_noise/sentence_02.wav,2.7864166666666668
Callum_american_s03_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,3,She sells seashells by the seashore,light_noise,audio/Callum_american/light_noise/sentence_03.wav,2.600625
Callum_american_s04_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,4,"Um... so the weather is, like, really nice today",light_noise,audio/Callum_american/light_noise/sentence_04.wav,3.761625
Callum_american_s05_light_noise,Callum_american,Callum - Husky Trickster,male,american,unknown,5,"I think—no wait—let me check that again, yeah",light_noise,audio/Callum_american/light_noise/sentence_05.wav,3.8080833333333333
